customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,order_date,year,month,quarter,cost_price,profit,profit_margin,is_repeat_customer,clv,customer_segment,acquisition_cost,net_profit,discount_impact,revenue_bucket,cohort_month,retention_flag,age_group,purchase_frequency_days
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly,2024-07-26 18:06:44,2024,7,2024Q3,22.427282491012456,7.572717508987544,25.24239169662515,1,435.0,Low,8.219569443566428,-0.6468519345788835,0.0,Low,2024-07,1,Senior,30
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly,2023-06-17 23:15:59,2023,6,2023Q2,43.94603087278709,26.05396912721292,37.219955896018455,1,1575.0,Medium,14.565542765628932,11.488426361583985,0.0,Medium,2023-06,1,Middle-aged,7
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly,2024-01-01 00:10:16,2024,1,2024Q1,43.344895545837886,19.655104454162117,31.19857849867002,1,1512.0,Medium,12.591246436107664,7.06385801805445,0.0,Medium,2024-01,1,Adult,7
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,Bi-Weekly,2023-10-01 10:20:09,2023,10,2023Q4,60.60161217473582,26.39838782526418,30.34297451179791,1,391.5,High,15.7582884651563,10.64009936010788,0.0,Medium,2023-10,1,Adult,14
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly,2022-08-28 18:51:41,2022,8,2022Q3,44.97199898336028,25.02800101663972,35.754287166628174,1,1295.0,Medium,17.49397472589372,7.534026290745999,0.0,Medium,2022-08,0,Middle-aged,14
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly,2022-03-21 07:16:43,2022,3,2022Q1,31.778695442142443,19.22130455785756,37.68883246638737,1,841.5,Medium,16.14082245779626,3.080482100061296,0.0,Medium,2022-03,0,Adult,14
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly,2022-05-31 23:48:17,2022,5,2022Q2,19.1821046149282,5.817895385071804,23.27158154028721,1,550.0,Low,17.69841754941928,-11.880522164347475,0.0,Low,2022-05,0,Senior,90
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,Bi-Weekly,2023-07-11 22:48:31,2023,7,2023Q3,22.4157801584817,9.5842198415183,29.95068700474469,1,256.0,Low,5.957995600115358,3.626224241402944,0.0,Low,2023-07,1,Senior,14
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly,2024-04-23 04:29:57,2024,4,2024Q2,31.349564854235187,20.650435145764813,39.71237528031695,1,962.0,Medium,5.474300573561959,15.176134572202857,0.0,Medium,2024-04,1,Young Adult,30
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly,2022-10-06 22:50:38,2022,10,2022Q4,25.099676588640087,7.9003234113599135,23.94037397381792,1,841.5,Low,8.87750851549391,-0.977185104133996,0.0,Low,2022-10,0,Middle-aged,7
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,Fortnightly,2023-02-23 18:26:16,2023,2,2023Q1,54.13879575363836,13.861204246361638,20.38412389170829,1,646.0,Medium,18.509991261629423,-4.648787015267786,0.0,Medium,2023-02,1,Middle-aged,14
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly,2022-02-02 16:58:16,2022,2,2022Q1,14.42370478165699,5.5762952183430095,27.881476091715047,1,280.0,Low,17.354888764759608,-11.778593546416598,0.0,Low,2022-02,0,Young Adult,90
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Every 3 Months,2022-05-01 16:25:48,2022,5,2022Q2,22.423733677338053,9.576266322661947,29.925832258318582,1,512.0,Low,15.240909466929674,-5.664643144267727,0.0,Low,2022-05,0,Adult,90
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,2022-02-26 10:41:12,2022,2,2022Q1,63.60602015393737,18.393979846062628,22.431682739100765,1,1394.0,High,15.51138001159574,2.8825998344668893,0.0,Medium,2022-02,0,Senior,365
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,2022-08-13 12:06:36,2022,8,2022Q3,50.59221490796286,13.407785092037138,20.94966420630803,1,1184.0,Medium,15.900057038873188,-2.49227194683605,0.0,Medium,2022-08,0,Middle-aged,90
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually,2023-01-05 15:00:46,2023,1,2023Q1,18.02177719633181,5.978222803668189,24.909261681950788,1,204.0,Low,19.139040507271204,-13.160817703603016,0.0,Low,2023-01,1,Senior,365
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,2024-09-06 06:04:24,2024,9,2024Q3,66.15269625089833,29.84730374910167,31.09094140531424,1,576.0,High,17.482867284613363,12.364436464488309,0.0,Medium,2024-09,1,Adult,365
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly,2024-02-03 12:44:58,2024,2,2024Q1,67.53376230743109,26.46623769256891,28.155572013371184,1,752.0,High,14.350855805405711,12.115381887163196,0.0,Medium,2024-02,1,Senior,30
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually,2022-06-24 18:13:23,2022,6,2022Q2,35.5289795041728,12.471020495827204,25.981292699640008,1,768.0,Medium,14.985731528857109,-2.5147110330299025,0.0,Low,2022-06,0,Middle-aged,365
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly,2024-01-26 03:24:21,2024,1,2024Q1,38.331282852021616,21.668717147978384,36.11452857996397,1,540.0,Medium,8.206103930916829,13.462613217061556,0.0,Medium,2024-01,1,Young Adult,14
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,Annually,2023-12-24 10:43:57,2023,12,2023Q4,38.60865156082411,17.391348439175893,31.05597935567124,1,448.0,Medium,14.859782377344088,2.531566061831805,0.0,Medium,2023-12,1,Senior,365
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly,2024-08-23 14:43:15,2024,8,2024Q3,25.276820347134084,7.723179652865916,23.40357470565429,1,495.0,Low,11.370185186276878,-3.6470055334109617,0.0,Low,2024-08,1,Young Adult,7
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly,2023-07-18 21:11:01,2023,7,2023Q3,33.62347320618568,12.37652679381432,26.90549303003113,1,713.0,Medium,7.294428059086156,5.082098734728165,0.0,Low,2023-07,1,Middle-aged,30
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,Every 3 Months,2022-02-03 10:08:18,2022,2,2022Q1,25.242910097367723,11.757089902632275,31.775918655762915,1,129.5,Low,17.096042288698612,-5.338952386066335,0.0,Low,2022-02,0,Senior,90
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly,2023-09-03 16:44:01,2023,9,2023Q3,71.80190566668776,26.19809433331224,26.732749319706368,1,931.0,High,12.653706497047184,13.544387836265056,0.0,Medium,2023-09,1,Young Adult,90
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly,2022-05-24 17:17:00,2022,5,2022Q2,31.1822241207246,18.8177758792754,37.6355517585508,1,1300.0,Medium,19.66137562534132,-0.8435997460659195,0.0,Low,2022-05,0,Middle-aged,7
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly,2024-04-03 09:12:08,2024,4,2024Q2,42.85886989311744,20.14113010688256,31.970047788702477,1,787.5,Medium,9.225190317117876,10.915939789764682,0.0,Medium,2024-04,1,Young Adult,90
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually,2022-08-22 10:12:38,2022,8,2022Q3,53.10379953148279,16.896200468517208,24.137429240738868,1,840.0,Medium,12.21005168457615,4.686148783941057,0.0,Medium,2022-08,0,Adult,365
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,15,Cash,Quarterly,2022-09-23 03:58:02,2022,9,2022Q3,40.57841071792176,22.42158928207824,35.58982425726705,1,535.5,Medium,11.719931820033022,10.701657462045215,0.0,Medium,2022-09,0,Middle-aged,90
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,Monthly,2022-02-03 10:01:36,2022,2,2022Q1,54.79853792998758,31.20146207001242,36.280769848851655,1,1462.0,High,6.811692836488681,24.389769233523737,0.0,Medium,2022-02,0,Senior,30
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,Monthly,2024-02-16 10:31:25,2024,2,2024Q1,78.22620946634535,20.773790533654648,20.983626801671363,1,346.5,High,11.391729182461692,9.382061351192956,0.0,Medium,2024-02,1,Young Adult,30
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Bi-Weekly,2023-10-21 02:51:33,2023,10,2023Q4,25.679181036689847,14.320818963310153,35.802047408275385,1,160.0,Low,9.313301846313871,5.007517116996279,0.0,Low,2023-10,1,Young Adult,14
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly,2022-10-14 06:21:12,2022,10,2022Q4,60.00090186556309,31.999098134436903,34.78162840699664,1,2116.0,High,7.404807070504016,24.59429106393289,0.0,Medium,2022-10,0,Senior,14
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly,2024-02-29 11:02:44,2024,2,2024Q1,16.672386943398223,4.327613056601777,20.607681221913225,1,262.5,Low,9.23233376054209,-4.904720703940313,0.0,Low,2024-02,1,Senior,14
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly,2023-08-24 18:57:18,2023,8,2023Q3,60.50227883829341,20.497721161706583,25.305828594699488,1,1863.0,High,8.49877536899588,11.998945792710709,0.0,Medium,2023-08,1,Senior,30
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly,2022-09-16 22:16:32,2022,9,2022Q3,60.67338314158586,21.32661685841414,26.00806933952944,1,205.0,High,16.01110296508817,5.315513893325971,0.0,Medium,2022-09,0,Adult,90
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,Monthly,2024-03-10 10:20:41,2024,3,2024Q1,67.81150435584063,20.18849564415937,22.94147232290838,1,704.0,High,5.461627673887401,14.726867970271972,0.0,Medium,2024-03,1,Middle-aged,30
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly,2024-11-18 12:00:06,2024,11,2024Q4,62.31646164473589,37.68353835526411,37.68353835526411,1,1950.0,High,14.26194121869832,23.421597136565797,0.0,Medium,2024-11,1,Senior,90
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly,2022-02-16 16:10:54,2022,2,2022Q1,48.918622322856095,17.081377677143905,25.88087526839985,1,792.0,Medium,16.409920130354095,0.6714575467898101,0.0,Medium,2022-02,0,Adult,7
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,Every 3 Months,2023-02-01 01:15:00,2023,2,2023Q1,17.518443046641195,7.481556953358805,29.92622781343522,1,50.0,Low,12.210851847034595,-4.729294893675792,0.0,Low,2023-02,1,Adult,90
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly,2022-09-27 09:57:38,2022,9,2022Q3,40.58899678701189,12.411003212988112,23.416987194317198,1,1219.0,Medium,18.97347470011878,-6.562471487130665,0.0,Medium,2022-09,0,Adult,14
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly,2023-11-05 23:26:51,2023,11,2023Q4,19.645593624525088,8.354406375474912,29.83716562669612,1,714.0,Low,15.618210428548029,-7.263804053073116,0.0,Low,2023-11,1,Middle-aged,30
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,Bi-Weekly,2024-05-07 11:43:24,2024,5,2024Q2,16.653110229636997,6.346889770363003,27.595172914621752,1,276.0,Low,16.21885476967126,-9.871964999308258,0.0,Low,2024-05,1,Senior,14
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually,2023-07-11 10:30:48,2023,7,2023Q3,23.648646459516847,10.351353540483151,30.44515747200927,1,476.0,Low,7.954002311613054,2.3973512288700998,0.0,Low,2023-07,1,Senior,365
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly,2022-05-16 23:32:48,2022,5,2022Q2,29.21653495786909,12.78346504213091,30.43682152888312,1,882.0,Low,16.659433637586105,-3.875968595455195,0.0,Low,2022-05,0,Middle-aged,7
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,16,PayPal,Quarterly,2024-07-23 06:16:16,2024,7,2024Q3,18.08625589469679,5.913744105303209,24.64060043876337,1,216.0,Low,17.481421041246726,-11.567676935943515,0.0,Low,2024-07,1,Adult,90
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,17,Debit Card,Bi-Weekly,2023-12-19 15:53:03,2023,12,2023Q4,34.108524166084464,12.891475833915536,27.428671987054333,1,446.5,Medium,10.418995826089844,2.472480007825691,0.0,Low,2023-12,1,Young Adult,14
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,48,Bank Transfer,Bi-Weekly,2022-12-10 23:13:38,2022,12,2022Q4,56.6789059451068,21.3210940548932,27.334735967811795,1,1950.0,High,8.200446020494567,13.120648034398634,0.0,Medium,2022-12,0,Young Adult,14
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,28,Venmo,Every 3 Months,2023-02-28 12:18:51,2023,2,2023Q1,61.415028212201165,27.584971787798835,30.99435032336948,1,1335.0,High,10.77576018805425,16.809211599744586,0.0,Medium,2023-02,1,Adult,90
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly,2023-12-31 02:28:53,2023,12,2023Q4,41.66709205678283,17.332907943217172,29.37781007324944,1,826.0,Medium,16.094119535002058,1.2387884082151146,0.0,Medium,2023-12,1,Adult,14
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,No,43,Bank Transfer,Quarterly,2023-06-16 16:44:09,2023,6,2023Q2,70.41949212465,23.580507875349998,25.08564667590425,1,2115.0,High,11.26458508803054,12.315922787319453,0.0,Medium,2023-06,1,Adult,90
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly,2023-04-28 02:52:18,2023,4,2023Q2,37.4942210072968,11.5057789927032,23.48118161776163,1,980.0,Medium,16.04977812837182,-4.543999135668621,0.0,Low,2023-04,1,Senior,7
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,36,Cash,Every 3 Months,2023-08-30 04:27:51,2023,8,2023Q3,65.79879295816403,23.20120704183597,26.06877195711907,1,1691.0,High,6.703468114663065,16.497738927172907,0.0,Medium,2023-08,1,Senior,90
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,1,Credit Card,Weekly,2023-08-18 16:10:21,2023,8,2023Q3,71.41812839699143,19.581871603008565,21.518540223086337,1,136.5,High,17.090175657327265,2.4916959456813004,0.0,Medium,2023-08,1,Middle-aged,7
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,49,Debit Card,Annually,2024-05-23 16:56:45,2024,5,2024Q2,68.00176876902017,20.998231230979822,23.593518237055985,1,2269.5,High,8.79811222463536,12.200119006344464,0.0,Medium,2024-05,1,Adult,365
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,Every 3 Months,2023-04-10 12:12:49,2023,4,2023Q2,40.60524720382851,16.39475279617149,28.762724203809636,1,1225.5,Medium,8.733934815718905,7.660817980452583,0.0,Medium,2023-04,1,Adult,90
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly,2022-01-23 03:16:24,2022,1,2022Q1,52.133966231541066,18.866033768458934,26.57187854712526,1,816.5,Medium,13.85571447805791,5.010319290401023,0.0,Medium,2022-01,0,Middle-aged,30
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly,2022-08-26 21:39:14,2022,8,2022Q3,76.1703805722712,20.8296194277288,21.47383446157608,1,1261.0,High,6.051770686204845,14.777848741523956,0.0,Medium,2022-08,0,Young Adult,90
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly,2023-07-07 11:07:00,2023,7,2023Q3,32.57251239818753,12.427487601812471,27.61663911513883,1,652.5,Low,5.394465900270029,7.033021701542444,0.0,Low,2023-07,1,Adult,7
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually,2024-08-31 12:12:09,2024,8,2024Q3,69.61148645323291,21.388513546767086,23.503861040403397,1,273.0,High,8.91542997940174,12.473083567365348,0.0,Medium,2024-08,1,Young Adult,365
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,19,Venmo,Annually,2023-11-26 21:04:07,2023,11,2023Q4,18.44405251794993,6.555947482050065,26.223789928200265,1,262.5,Low,13.07101326102234,-6.515065778972275,0.0,Low,2023-11,1,Middle-aged,365
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly,2024-08-06 13:27:11,2024,8,2024Q3,44.75439814936188,18.245601850638124,28.96127277879068,1,94.5,Medium,18.61424579337841,-0.3686439427402845,0.0,Medium,2024-08,1,Adult,14
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually,2022-06-19 21:04:01,2022,6,2022Q2,33.71511723231967,18.28488276768033,35.16323609169294,1,754.0,Medium,17.696527644609603,0.5883551230707269,0.0,Medium,2022-06,0,Young Adult,365
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly,2023-06-03 13:42:29,2023,6,2023Q2,29.46357866742848,13.536421332571518,31.48004961063144,1,150.5,Low,12.356696898814633,1.1797244337568848,0.0,Low,2023-06,1,Adult,7
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly,2023-02-02 00:17:31,2023,2,2023Q1,22.21935981906881,5.78064018093119,20.64514350332568,1,308.0,Low,5.555779905402392,0.2248602755287985,0.0,Low,2023-02,1,Middle-aged,90
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,50,PayPal,Annually,2022-03-04 22:44:44,2022,3,2022Q1,57.06113997905256,20.938860020947445,26.844692334548004,1,2028.0,High,13.028791019439636,7.910069001507807,0.0,Medium,2022-03,0,Young Adult,365
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly,2024-01-25 00:32:24,2024,1,2024Q1,22.099251358101736,8.900748641898264,28.712092393220207,1,589.0,Low,15.571933998879432,-6.671185356981168,0.0,Low,2024-01,1,Senior,14
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Bi-Weekly,2022-09-16 06:36:59,2022,9,2022Q3,18.091600477429846,4.9083995225701536,21.34086748943545,1,161.0,Low,10.087467987875506,-5.1790684653053525,0.0,Low,2022-09,0,Middle-aged,14
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly,2024-05-28 11:57:24,2024,5,2024Q2,17.932558905187243,7.067441094812757,28.26976437925103,1,312.5,Low,6.665949549224821,0.4014915455879366,0.0,Low,2024-05,1,Young Adult,30
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly,2022-04-27 22:41:47,2022,4,2022Q2,60.648619316779325,25.351380683220675,29.478349631651945,1,989.0,High,9.178519298084892,16.172861385135782,0.0,Medium,2022-04,0,Young Adult,7
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly,2023-01-30 23:18:59,2023,1,2023Q1,66.1638710506436,21.836128949356397,24.8137828969959,1,2156.0,High,16.57383296701721,5.262295982339182,0.0,Medium,2023-01,1,Middle-aged,7
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38,Venmo,Bi-Weekly,2023-12-05 15:41:02,2023,12,2023Q4,25.98865933290581,9.011340667094183,25.7466876202691,1,700.0,Low,10.268657484249925,-1.2573168171557398,0.0,Low,2023-12,1,Senior,14
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,40,Credit Card,Every 3 Months,2024-08-20 15:43:38,2024,8,2024Q3,21.713488057177344,12.286511942822656,36.13679983183134,1,714.0,Low,17.179722360285652,-4.893210417462996,0.0,Low,2024-08,1,Senior,90
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,35,PayPal,Quarterly,2024-01-10 20:25:19,2024,1,2024Q1,52.06962411861182,22.93037588138818,30.57383450851757,1,1387.5,High,9.792821777112138,13.137554104276042,0.0,Medium,2024-01,1,Middle-aged,90
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly,2024-06-21 22:46:46,2024,6,2024Q2,31.947142073940185,14.052857926059817,30.549691143608293,1,138.0,Medium,7.453325576207272,6.599532349852543,0.0,Low,2024-06,1,Middle-aged,90
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Every 3 Months,2022-01-25 03:30:13,2022,1,2022Q1,20.944991994508737,10.055008005491263,32.435509695133106,1,465.0,Low,11.537725392704123,-1.48271738721286,0.0,Low,2022-01,0,Senior,90
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months,2024-06-14 23:06:34,2024,6,2024Q2,65.42165876803192,27.57834123196808,29.654130356954926,1,1767.0,High,11.784117684337083,15.794223547631,0.0,Medium,2024-06,1,Middle-aged,90
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually,2024-11-21 13:18:34,2024,11,2024Q4,58.02282576136145,26.977174238638547,31.73785204545712,1,722.5,High,5.241623278240055,21.73555096039849,0.0,Medium,2024-11,1,Adult,365
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly,2024-06-25 08:18:52,2024,6,2024Q2,43.51109865680809,24.488901343191912,36.013090210576344,1,306.0,Medium,6.755676090594892,17.73322525259702,0.0,Medium,2024-06,1,Adult,14
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Every 3 Months,2023-05-07 19:18:44,2023,5,2023Q2,27.29893189819745,12.701068101802552,31.752670254506377,1,620.0,Low,7.773890281592262,4.927177820210289,0.0,Low,2023-05,1,Senior,90
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,12,Debit Card,Annually,2023-02-16 12:01:26,2023,2,2023Q1,31.3372248652464,19.6627751347536,38.55446104853647,1,357.0,Medium,6.703809760680123,12.958965374073475,0.0,Medium,2023-02,1,Adult,365
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Bi-Weekly,2023-01-11 22:51:34,2023,1,2023Q1,60.788359667165,24.211640332835003,28.48428274451177,1,765.0,High,10.122891131320458,14.088749201514544,0.0,Medium,2023-01,1,Adult,14
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,50,Debit Card,Bi-Weekly,2024-12-15 10:09:19,2024,12,2024Q4,17.726810925129115,5.273189074870885,22.92690902117776,1,598.0,Low,19.469342834255272,-14.196153759384387,0.0,Low,2024-12,1,Senior,14
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually,2023-03-13 11:16:04,2023,3,2023Q1,20.86160767238551,7.13839232761449,25.49425831290889,1,182.0,Low,12.63833807490617,-5.49994574729168,0.0,Low,2023-03,1,Young Adult,365
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly,2024-05-03 00:42:54,2024,5,2024Q2,29.57146755247618,14.42853244752382,32.792119198917774,1,660.0,Low,14.413340358059695,0.0151920894641239,0.0,Low,2024-05,1,Senior,90
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36,Venmo,Bi-Weekly,2024-10-30 04:55:38,2024,10,2024Q4,35.19261174358131,21.80738825641869,38.25857588845384,1,1083.0,Medium,10.345797177845425,11.461591078573267,0.0,Medium,2024-10,1,Senior,14
